index,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
36237,U001,200275115,SHAWS  ,2020-03-22 17:06:48.062500000,2020,1930565363,2020-02-27,2020-03-13,2020-02-27,NAA8,78944.4,0-15
36241,U001,200337148,COAS corporation,2020-05-11 21:39:48.875000000,2020,1930763279,2020-07-04,2020-04-22,2020-04-07,NAA8,78121.37,16-30
36242,U001,200148860,DOLLA in,2020-05-15 04:05:21.500000000,2020,1930732918,2020-03-04,2020-04-18,2020-04-03,NAA8,56642.03,16-30
36246,U001,200803720,DEC associates,2020-02-17 12:30:36.000000000,2020,1930618490,2020-07-03,2020-03-11,2020-03-01,NAM2,11066.02,Before Due Date
36250,U001,200726979,BJ'S  systems,2020-05-15 08:08:58.125000000,2020,1930821958,2020-04-24,2020-05-09,2020-04-24,NAA8,265.44,0-15
36254,U001,200726979,BJ'S  us,2020-05-19 09:56:58.500000000,2020,1930822703,2020-04-24,2020-05-09,2020-04-24,NAA8,1109.91,0-15
36272,CA02,140104409,LOB associates,2020-07-24 00:15:09.000000000,2020,2960625707,2020-03-31,2020-04-10,2020-03-31,CAX2,219.408,
36275,U001,200762301,C&S WH in,2020-04-24 22:38:30.343750000,2020,1930751596,2020-06-04,2020-04-21,2020-04-06,NAC6,11595.48,0-15
36276,U001,200744019,TARG foundation,2020-04-07 02:45:40.445312500,2020,1930686488,2020-03-24,2020-04-08,2020-03-24,NAA8,16950.1,Before Due Date
36285,U001,CCCA02,KRAFT  foundation,2020-03-11 10:22:30.500000000,2020,1930535090,2020-02-28,2020-04-03,2020-02-28,NAG2,43329.6,Before Due Date
36286,U001,200706844,WINC us,2020-04-14 10:18:53.250000000,2020,1930600183,2020-04-03,2020-03-19,2020-03-04,NAA8,64963.66,16-30
36298,U001,200744019,TARG trust,2020-04-26 07:49:49.687500000,2020,1930740886,2020-04-04,2020-04-19,2020-04-04,NAA8,2321.66,0-15
36305,U001,200793568,SUPE co,2020-02-17 03:27:38.500000000,2020,1930646537,2020-12-03,2020-03-27,2020-03-12,NAA8,160818.32,Before Due Date
36309,U001,200794332,COST corporation,2020-05-03 12:41:32.500000000,2020,1930699843,2020-03-25,2020-04-09,2020-03-25,NAAX,32715.47,16-30
36318,U001,200704858,WAKE llc,2020-03-25 07:53:48.953125000,2020,1930638674,2020-12-03,2020-03-27,2020-03-12,NAA8,38425.77,Before Due Date
36320,U001,100006311,QUALITY C corporation,2020-03-30 22:57:21.125000000,2020,1930594023,2020-02-03,2020-03-17,2020-03-02,NAA8,21011.32,0-15
36322,U001,200724999,GILSTE in,2020-05-26 10:12:53.062500000,2020,1930856091,2020-06-05,2020-05-16,2020-05-06,NA10,51663.6,0-15
36323,U001,200794332,COST systems,2020-06-10 00:53:10.875000000,2020,1930860158,2020-05-05,2020-05-20,2020-05-05,NAAX,2147.92,16-30
36325,U001,200936373,SUPE llc,2020-04-21 09:37:16.953125000,2020,1930759623,2020-08-04,2020-04-23,2020-04-08,NAA8,4367.85,Before Due Date
36331,U001,200769623,WAL-MAR in,2020-04-26 14:29:06.437500000,2020,1930783324,2020-04-15,2020-04-30,2020-04-15,NAH4,2245.96,Before Due Date
36340,U001,200726979,BJ'S  corporation,2020-04-24 22:29:17.343750000,2020,1930779977,2020-12-04,2020-04-27,2020-04-12,NAA8,132.72,Before Due Date
36354,U001,200772670,ASSOCIAT corp,2020-05-11 00:08:17.875000000,2020,1930875984,2020-07-05,2020-05-22,2020-05-07,NAU5,61.54,Before Due Date
36364,U001,200705742,DOT llc,2020-04-24 21:28:21.750000000,2020,1930592416,2020-03-03,2020-03-23,2020-03-03,NAD1,2259.39,31-45
36369,U001,200048886,SHERWO trust,2020-04-27 19:36:22.000000000,2020,1930720329,2020-03-31,2020-04-15,2020-03-31,NAA8,65216.88,0-15
36373,U001,200769623,WAL-MAR corp,2020-04-03 12:06:13.750000000,2020,1930684081,2020-03-23,2020-04-07,2020-03-23,NAH4,661.11,Before Due Date
36378,CA02,140104440,SO co,2020-04-07 13:29:27.125000000,2020,2960626295,2020-07-04,2020-04-24,2020-04-14,CA10,1578.3529999999998,Before Due Date
36382,U001,200744019,TARG us,2020-05-01 06:39:13.062500000,2020,1930764319,2020-09-04,2020-04-24,2020-04-09,NAA8,1286.64,0-15
36395,U001,200769623,WAL-MAR corp,2020-04-28 16:04:15.812500000,2020,1930738912,2020-03-04,2020-04-18,2020-04-03,NAH4,30717.09,0-15
36397,U001,200737918,W LEE  foundation,2020-03-15 07:46:49.703125000,2020,1930566678,2020-02-27,2020-03-13,2020-02-27,NAA8,19622.87,0-15
36403,U001,200793513,KROGER corp,2020-06-04 22:22:53.125000000,2020,1930862240,2020-06-05,2020-05-21,2020-05-06,NAA8,35070.4,0-15
36413,U001,200794332,COST corp,2020-03-26 06:05:30.875000000,2020,1930577121,2020-02-27,2020-03-13,2020-02-27,NAAX,77650.17,0-15
36420,U001,200706844,WINC ,2020-04-11 13:57:50.835937500,2020,1930709450,2020-03-27,2020-04-11,2020-03-27,NAA8,37690.54,0-15
36422,U001,200769623,WAL-MAR in,2020-06-10 09:41:55.250000000,2020,1930855580,2020-04-05,2020-05-19,2020-05-04,NAH4,62256.53,16-30
36423,U001,200769623,WAL-MAR llc,2020-03-27 10:19:22.687500000,2020,1930617193,2020-06-03,2020-03-21,2020-03-06,NAH4,8030.65,0-15
36431,U001,200748108,KROGER us,2020-03-15 02:59:40.515625000,2020,1930576155,2020-02-27,2020-03-13,2020-02-27,NAA8,82144.32,0-15
36434,U001,200705742,DOT associates,2020-04-10 02:55:17.125000000,2020,1930798027,2020-04-16,2020-05-01,2020-04-16,NAA8,19783.03,Before Due Date
36438,U001,200782001,GORDO ,2020-04-24 09:52:00.000000000,2020,1930652437,2020-03-20,2020-04-21,2020-03-20,NA32,9955.26,0-15
36444,U001,200646464,CUSTOMI ,2020-05-22 08:29:19.687500000,2020,1930821728,2020-04-29,2020-05-14,2020-04-29,NAA8,5191.22,0-15
36447,U001,200780383,MEIJ corporation,2020-04-07 17:30:24.328125000,2020,1930685647,2020-03-23,2020-04-07,2020-03-23,NAA8,50431.16,0-15
36459,U001,200769623,WAL-MAR llc,2020-03-18 05:06:08.937500000,2020,1930650597,2020-03-15,2020-03-30,2020-03-15,NAH4,57169.62,Before Due Date
36460,U001,200769623,WAL-MAR trust,2020-05-14 12:02:00.312500000,2020,1930803365,2020-04-20,2020-05-05,2020-04-20,NAH4,3764.06,0-15
36462,U001,200769623,WAL-MAR in,2020-05-02 13:34:11.453125000,2020,1930793239,2020-04-16,2020-05-01,2020-04-16,NAH4,4797.54,0-15
36468,U001,200768357,MARC associates,2020-03-06 09:26:00.000000000,2020,1930571290,2020-02-27,2020-03-13,2020-02-27,NAA8,12862.73,Before Due Date
36474,CA02,140105686,SYSC trust,2020-04-13 04:13:31.750000000,2020,2960628711,2020-04-14,2020-05-02,2020-04-22,CA10,76747.98599999999,Before Due Date
36476,U001,200769623,WAL-MAR systems,2020-04-30 06:52:36.375000000,2020,1930745474,2020-03-04,2020-04-18,2020-04-03,NAH4,4272.16,0-15
36484,U001,200915438,GROC associates,2020-04-09 03:51:53.750000000,2020,1930582804,2020-04-03,2020-03-19,2020-03-04,NAA8,18658.0,16-30
36489,U001,200759878,SA in,2020-03-28 09:25:32.312500000,2020,1930584949,2020-03-03,2020-03-18,2020-03-03,NAH4,11288.12,0-15
36495,U001,200793513,KROGER trust,2020-04-22 15:51:26.812500000,2020,1930758531,2020-07-04,2020-04-22,2020-04-07,NAA8,82194.72,0-15
36501,U001,200722444,PERFOR us,2020-04-20 07:23:03.937500000,2020,1930687611,2020-03-26,2020-04-10,2020-03-26,NAA8,19624.65,0-15
36507,U001,200644313,DAVISCO ,2020-05-01 16:47:48.875000000,2020,1930764675,2020-08-04,2020-04-18,2020-04-08,NA10,3761.0,0-15
36520,U001,200769623,WAL-MAR corp,2020-04-02 17:21:14.578125000,2020,1930654784,2020-03-17,2020-04-01,2020-03-17,NAH4,14709.83,0-15
36522,U001,200704858,WAKE us,2020-05-29 17:47:13.324218750,2020,1930704194,2020-03-26,2020-05-30,2020-03-26,NAGD,6101.57,Before Due Date
36545,U001,200936373,SUPE associates,2020-05-05 02:11:14.390625000,2020,1930809723,2020-04-22,2020-05-07,2020-04-22,NAA8,19622.83,Before Due Date
36554,U001,200769623,WAL-MAR in,2020-03-29 04:23:43.562500000,2020,1930671027,2020-03-19,2020-04-03,2020-03-19,NAH4,12880.97,Before Due Date
36561,CA02,140105785,SHOPPE corp,2020-05-16 08:45:26.046875000,2020,2960630938,2020-04-27,2020-05-15,2020-05-05,CA10,18594.87,0-15
36574,U001,200782207,FORT corporation,2020-04-17 05:29:58.062500000,2020,1930706320,2020-03-26,2020-04-10,2020-03-26,NAA8,28443.71,0-15
36576,U001,200723794,MID MO trust,2020-04-24 23:54:04.250000000,2020,1930589653,2020-03-03,2020-03-18,2020-03-03,NAA8,140583.68,31-45
36577,CA02,140104409,LOB foundation,2020-04-18 20:01:11.750000000,2020,2960631183,2020-01-05,2020-05-14,2020-05-04,CA10,50272.614,Before Due Date
36578,U001,200769623,WAL-MAR systems,2020-04-28 04:49:53.875000000,2020,1930726616,2020-01-04,2020-04-16,2020-04-01,NAH4,13615.23,0-15
36585,U001,100043892,IN-N llc,2020-05-16 13:53:18.500000000,2020,1930716110,2020-03-29,2020-04-13,2020-03-29,NAA8,17880.6,31-45
36601,CA02,140106408,WAL-M associates,2020-03-26 01:29:21.781250000,2020,2960620535,2020-12-03,2020-03-23,2020-03-13,CA10,1358.168,0-15
36612,CA02,140104429,COSTCO in,2020-03-19 14:04:01.500000000,2020,2960625189,2020-04-04,2020-04-16,2020-04-06,CA10,107108.65199999999,Before Due Date
36631,U001,200772670,ASSOCIAT co,2020-05-09 16:39:17.468750000,2020,1930806474,2020-04-20,2020-05-05,2020-04-20,NAU5,50549.21,0-15
36635,U001,200704858,WAKE foundation,2020-02-12 00:14:29.250000000,2020,1930593406,2020-04-03,2020-03-19,2020-03-04,NAA8,162625.39,Before Due Date
36637,U001,CCU013,KRAFT F systems,2020-03-11 17:13:27.281250000,2020,1930586266,2020-06-03,2020-03-06,2020-03-06,NAX2,2905.21,0-15
36641,CA02,100030194,AMAZO trust,2020-01-24 06:06:18.000000000,2020,2960632811,2020-03-05,2020-05-14,2020-05-04,CA10,35203.903,Before Due Date
36642,U001,200418007,AM associates,2020-05-09 19:32:08.125000000,2020,1930751837,2020-07-04,2020-04-22,2020-04-07,NAA8,7317.94,16-30
36643,U001,200148860,DOLLA associates,2020-04-22 16:38:46.000000000,2020,1930686813,2020-03-23,2020-04-07,2020-03-23,NAA8,9525.6,16-30
36648,U001,200744019,TARG us,2020-04-10 01:02:45.203125000,2020,1930695857,2020-03-27,2020-04-11,2020-03-27,NAA8,12126.98,Before Due Date
36658,U001,200772670,ASSOCIAT co,2020-05-30 14:06:55.375000000,2020,1930609701,2020-05-03,2020-05-09,2020-03-05,NAGD,2229.54,16-30
36662,U001,200756072,REINHA ,2020-05-20 16:49:33.953125000,2020,1930856625,2020-05-05,2020-05-20,2020-05-05,NAA8,19027.72,0-15
36667,U001,200148860,DOLLA associates,2020-04-03 20:39:42.078125000,2020,1930664319,2020-03-18,2020-04-02,2020-03-18,NAA8,54091.56,0-15
36668,U001,200759878,SA llc,2020-05-05 23:53:32.437500000,2020,1930774061,2020-09-04,2020-04-24,2020-04-09,NAH4,33563.72,0-15
36686,U001,200769623,WAL-MAR llc,2020-06-01 20:03:47.500000000,2020,1930845068,2020-02-05,2020-05-17,2020-05-02,NAH4,45797.06,16-30
36689,U001,200712187,SPAR systems,2020-03-05 10:31:05.500000000,2020,1930670550,2020-03-19,2020-04-03,2020-03-19,NAA8,33761.7,Before Due Date
36699,CA02,100034823,ZARCO trust,2020-03-19 09:27:15.625000000,2020,2960618799,2020-07-03,2020-03-19,2020-03-09,CA10,8291.045,0-15
36705,U001,200764795,SYSCO  associates,2020-05-28 16:26:55.500000000,2020,1930830391,2020-04-27,2020-05-12,2020-04-27,NAA8,23682.49,16-30
36727,U001,200418007,AM co,2020-04-20 06:09:30.250000000,2020,1930718292,2020-03-30,2020-06-03,2020-03-30,NAGD,136.8,Before Due Date
36740,CA02,140104340,COLABOR  systems,2020-05-02 03:12:39.000000000,2020,2960633114,2020-04-05,2020-05-15,2020-05-05,CA10,1573.9149999999997,Before Due Date
36752,U001,200769623,WAL-MAR systems,2020-04-04 17:12:42.890625000,2020,1930686113,2020-03-23,2020-04-07,2020-03-23,NAH4,13312.88,Before Due Date
36770,U001,200769623,WAL-MAR co,2020-04-20 21:41:12.625000000,2020,1930797116,2020-04-17,2020-05-02,2020-04-17,NAH4,13578.12,Before Due Date
36771,U001,200769623,WAL-MAR llc,2020-06-06 18:38:13.500000000,2020,1930860629,2020-06-05,2020-05-21,2020-05-06,NAH4,38749.75,16-30
36773,CA02,140104409,LOB llc,2020-04-29 20:38:42.125000000,2020,2960630774,2020-01-05,2020-05-21,2020-05-11,CA10,63987.272999999994,Before Due Date
36776,U001,200820380,SMITH'S us,2020-03-27 10:07:17.562500000,2020,1930653019,2020-03-16,2020-03-31,2020-03-16,NAA8,67018.26,Before Due Date
36782,U001,200769623,WAL-MAR corp,2020-03-10 16:32:36.250000000,2020,1930580859,2020-02-29,2020-03-15,2020-02-29,NAH4,48063.69,Before Due Date
36786,U001,200794332,COST corp,2020-05-10 08:07:39.187500000,2020,1930785237,2020-04-15,2020-04-30,2020-04-15,NAAX,42776.43,0-15
36794,U001,200772670,ASSOCIAT corporation,2020-04-15 05:07:56.593750000,2020,1930714791,2020-03-27,2020-04-11,2020-03-27,NAU5,43031.97,0-15
36811,U001,200707822,PUBLI associates,2020-05-01 13:58:37.187500000,2020,1930779028,2020-12-04,2020-04-27,2020-04-12,NAA8,18930.72,0-15
36815,U001,200711029,WEGMAN in,2020-04-15 23:49:49.000000000,2020,1930838655,2020-04-29,2020-05-14,2020-04-29,NAA8,27025.38,Before Due Date
36821,U001,200726979,BJ'S  systems,2020-04-10 23:52:33.218750000,2020,1930686402,2020-03-23,2020-04-07,2020-03-23,NAA8,717.8,0-15
36826,U001,200769623,WAL-MAR us,2020-06-17 06:25:16.000000000,2020,1930885106,2020-12-05,2020-05-27,2020-05-12,NAH4,23286.6,16-30
36835,U001,200803720,DEC us,2020-04-12 07:27:20.875000000,2020,1930772821,2020-10-04,2020-04-24,2020-04-01,NAM4,4024.52,Before Due Date
36842,U001,200769623,WAL-MAR systems,2020-05-21 13:34:20.500000000,2020,1930842513,2020-04-30,2020-05-15,2020-04-30,NAH4,264.71,0-15
36845,U001,200762301,C&S WH corporation,2020-03-25 09:07:20.648437500,2020,1930621738,2020-09-03,2020-03-24,2020-03-09,NAC6,6272.47,0-15
36855,U001,200729942,SA co,2020-04-17 20:59:00.000000000,2020,1930781991,2020-04-13,2020-04-28,2020-04-13,NAA8,13149.34,Before Due Date
36856,U001,200772670,ASSOCIAT systems,2020-05-14 04:52:45.500000000,2020,1930740309,2020-03-04,2020-04-18,2020-04-03,NAU5,67095.39,16-30
36860,U001,200769623,WAL-MAR foundation,2020-04-10 15:01:09.406250000,2020,1930723641,2020-03-30,2020-04-14,2020-03-30,NAH4,2352.97,Before Due Date
36865,U001,200769623,WAL-MAR llc,2020-06-04 19:42:10.000000000,2020,1930854758,2020-04-05,2020-05-19,2020-05-04,NAH4,1494.09,16-30
36880,CA02,140104249,SOB in,2020-04-27 23:33:49.687500000,2020,2960625094,2020-03-31,2020-04-19,2020-04-09,CA10,28017.212999999996,0-15
36899,U001,100044041,DEF. F us,2020-03-29 18:00:10.750000000,2020,1930753851,2020-06-04,2020-04-24,2020-04-01,NAM4,1911.8,Before Due Date
36901,U001,200729942,SA associates,2020-04-18 07:53:52.937500000,2020,1930790988,2020-04-15,2020-04-30,2020-04-15,NAA8,825.04,Before Due Date
36906,U001,200769623,WAL-MAR in,2020-03-28 01:47:21.437500000,2020,1930585135,2020-01-03,2020-03-16,2020-03-01,NAH4,2373.96,0-15
36917,U001,200772670,ASSOCIAT trust,2020-04-13 18:32:24.625000000,2020,1930623442,2020-09-03,2020-03-24,2020-03-09,NAU5,62483.28,16-30
36918,U013,140103713,PRIM corporation,2020-06-08 08:45:34.500000000,2020,1991839652,2020-01-03,2020-03-31,2020-03-01,NAVE,919.1,Greatar than 60
36926,U001,200759878,SA corp,2020-05-14 12:41:02.375000000,2020,1930765593,2020-08-04,2020-04-23,2020-04-08,NAH4,36758.32,16-30
36937,U001,200726979,BJ'S  trust,2020-04-24 17:00:23.906250000,2020,1930793306,2020-04-15,2020-04-30,2020-04-15,NAA8,398.9,Before Due Date
36961,U001,200776463,KROGE trust,2020-03-30 07:54:32.812500000,2020,1930611901,2020-06-03,2020-03-21,2020-03-06,NAA8,109732.89,0-15
36968,U001,200726979,BJ'S  corp,2020-05-18 12:45:25.000000000,2020,1930827817,2020-04-26,2020-05-11,2020-04-26,NAA8,250.09,0-15
36978,U001,200769623,WAL-MAR llc,2020-04-02 01:00:11.187500000,2020,1930704002,2020-03-27,2020-04-11,2020-03-27,NAH4,41455.04,Before Due Date
36979,U001,200769623,WAL-MAR llc,2020-03-21 04:54:13.500000000,2020,1930660604,2020-03-18,2020-04-02,2020-03-18,NAH4,17267.66,Before Due Date
36982,CA02,140104423,METRO  trust,2020-03-04 17:26:13.000000000,2020,2960623185,2020-03-23,2020-04-05,2020-03-26,CA10,161025.865,Before Due Date
36986,U001,200769623,WAL-MAR associates,2020-04-02 00:10:43.687500000,2020,1930614011,2020-06-03,2020-03-21,2020-03-06,NAH4,72768.15,0-15
36988,U001,200769623,WAL-MAR us,2020-03-29 00:35:38.562500000,2020,1930665599,2020-03-18,2020-04-02,2020-03-18,NAH4,31240.8,Before Due Date
36992,U013,140103400,FOST associates,2020-05-04 11:32:55.500000000,2020,1991841605,2020-03-22,2020-04-21,2020-03-22,NAVE,10285.65,0-15
36994,U001,200861551,MRS GR systems,2020-03-19 18:23:00.875000000,2020,1930571909,2020-04-03,2020-03-19,2020-03-04,NAA8,13179.78,0-15
36997,U001,100031704,DELHAIZE llc,2020-06-13 08:37:14.500000000,2020,1930847392,2020-04-05,2020-05-19,2020-05-04,NAA8,48756.64,16-30
36999,U001,200020431,DEC llc,2020-03-30 21:01:02.750000000,2020,1930767838,2020-09-04,2020-04-24,2020-04-01,NAM4,19949.52,Before Due Date
37000,U001,200779906,BOZZU ,2020-04-19 08:41:33.625000000,2020,1930787996,2020-04-14,2020-04-29,2020-04-14,NAA8,58562.54,Before Due Date
37001,U001,200020431,DEC ,2020-03-09 15:54:04.375000000,2020,1930598590,2020-04-03,2020-03-24,2020-03-01,NAM4,425.76,Before Due Date
37003,U001,200747369,SCHNU corp,2020-04-23 05:13:03.453125000,2020,1930756349,2020-06-04,2020-04-21,2020-04-06,NAA8,64215.67,0-15
37004,U001,200881076,ALBERT associates,2020-05-18 21:19:14.500000000,2020,1930745626,2020-05-04,2020-04-20,2020-04-05,NAA8,8331.33,16-30
37005,U013,100053554,SYSTEMS foundation,2020-07-04 19:58:58.500000000,2020,1991841922,2020-03-28,2020-04-27,2020-03-28,NAVE,6820.2,Greatar than 60
37010,CA02,140106408,WAL-M us,2020-04-10 09:22:37.437500000,2020,2960622239,2020-03-24,2020-04-03,2020-03-24,CA10,41054.377,0-15
37011,U001,200744019,TARG us,2020-03-28 03:42:47.765625000,2020,1930654828,2020-03-16,2020-03-31,2020-03-16,NAA8,1103.63,Before Due Date
37012,U001,200794332,COST us,2020-05-27 02:21:46.125000000,2020,1930879313,2020-08-05,2020-05-23,2020-05-08,NAAX,4107.44,0-15
37014,U001,200769623,WAL-MAR llc,2020-03-29 04:35:48.000000000,2020,1930683962,2020-03-21,2020-04-05,2020-03-21,NAH4,3148.33,Before Due Date
37021,U001,200783609,PROFIC corporation,2020-04-03 16:59:55.625000000,2020,1930575278,2020-02-03,2020-03-22,2020-03-02,NAD1,9066.24,0-15
37024,U001,200793830,M foundation,2020-03-03 02:45:27.250000000,2020,1930666770,2020-03-18,2020-04-02,2020-03-18,NAA8,1857.22,Before Due Date
37039,U001,200731999,UNITED  co,2020-04-02 00:28:30.198730469,2020,1930624855,2020-03-13,2020-04-02,2020-03-13,NAD1,39721.13,0-15
37040,U001,100031704,DELHAIZE corporation,2020-03-19 01:08:54.625000000,2020,1930652871,2020-03-17,2020-04-01,2020-03-17,NAA8,11219.44,Before Due Date
37043,U001,200936373,SUPE corp,2020-03-14 08:32:49.250000000,2020,1930653388,2020-03-17,2020-04-01,2020-03-17,NAA8,101500.28,Before Due Date
37054,U001,200777735,NASH  llc,2020-05-04 15:50:51.000000000,2020,1930699681,2020-03-25,2020-04-09,2020-03-25,NAA8,63075.15,16-30
37057,U001,200793830,M systems,2020-03-11 12:25:27.000000000,2020,1930645777,2020-12-03,2020-03-27,2020-03-12,NAA8,85978.01,Before Due Date
37060,U001,200726979,BJ'S  ,2020-04-09 10:24:33.875000000,2020,1930593383,2020-04-03,2020-03-19,2020-03-04,NAA8,298.36,16-30
37100,U001,200735528,ASSOCIA us,2020-04-16 05:33:10.750000000,2020,1930674250,2020-03-21,2020-04-05,2020-03-21,NAA8,37001.21,0-15
37105,U001,200040366,RASTEL associates,2020-04-19 11:07:05.625000000,2020,1930727967,2020-08-04,2020-04-23,2020-04-08,NAA8,30335.9,Before Due Date
37107,U001,200705742,DOT co,2020-04-15 09:34:04.390625000,2020,1930708460,2020-03-26,2020-04-15,2020-03-26,NAD1,31419.18,0-15
37115,U001,200704045,RA llc,2020-04-30 19:32:51.562500000,2020,1930774849,2020-10-04,2020-04-25,2020-04-10,NAA8,21084.68,0-15
37116,U001,200759878,SA ,2020-03-19 22:23:34.000000000,2020,1930670504,2020-03-19,2020-04-03,2020-03-19,NAH4,42241.11,Before Due Date
37120,U001,200729290,KROGER llc,2020-05-10 04:24:19.937500000,2020,1930809990,2020-04-22,2020-05-07,2020-04-22,NAA8,92136.44,0-15
37125,U001,200707822,PUBLI corporation,2020-04-18 13:33:59.187500000,2020,1930717621,2020-03-28,2020-04-12,2020-03-28,NAA8,109603.32,0-15
37126,U001,200762301,C&S WH corporation,2020-04-27 13:19:53.812500000,2020,1930809084,2020-04-22,2020-05-07,2020-04-22,NAC6,96919.94,Before Due Date
37128,U001,200759878,SA in,2020-04-08 20:19:18.062500000,2020,1930709408,2020-03-28,2020-04-12,2020-03-28,NAH4,28283.99,Before Due Date
37130,U001,200826820,C H G foundation,2020-03-22 14:32:55.328125000,2020,1930615458,2020-06-03,2020-03-21,2020-03-06,NAA8,6693.8,0-15
37136,U001,100058056,SIMPLO corp,2020-07-11 05:59:10.500000000,2020,1930881136,2020-08-05,2020-05-23,2020-05-08,NAA8,176025.6,46-60
37137,U001,200759878,SA llc,2020-03-23 14:01:37.937500000,2020,1930647338,2020-03-14,2020-03-29,2020-03-14,NAH4,36629.91,Before Due Date
37145,U001,200399141,HEARTHSI associates,2020-05-20 05:01:18.875000000,2020,1930623227,2020-11-03,2020-05-10,2020-03-11,NAVQ,52056.1,0-15
37147,U001,CCU013,KRAFT F us,2020-04-02 20:52:16.000000000,2020,1930652379,2020-03-18,2020-03-18,2020-03-18,NAX2,1202.88,16-30
37148,U001,200769623,WAL-MAR in,2020-03-29 07:13:12.000000000,2020,1930670548,2020-03-19,2020-04-03,2020-03-19,NAH4,2400.24,Before Due Date
37149,U001,200230690,DECA associates,2020-05-10 00:57:32.562500000,2020,1930856146,2020-04-05,2020-05-11,2020-05-01,NAM2,11600.0,Before Due Date
37155,U001,200799367,MCL trust,2020-04-19 06:04:35.937500000,2020,1930784057,2020-04-15,2020-04-30,2020-04-15,NAA8,1742.72,Before Due Date
37158,U001,200762301,C&S WH corp,2020-05-23 07:57:10.281250000,2020,1930855871,2020-05-05,2020-05-20,2020-05-05,NAC6,3416.4,0-15
37160,U001,200707822,PUBLI llc,2020-04-16 02:24:57.125000000,2020,1930794815,2020-04-16,2020-05-01,2020-04-16,NAA8,116050.97,Before Due Date
37173,U001,200761734,H E BUT associates,2020-05-17 23:19:11.531250000,2020,1930849406,2020-05-05,2020-05-20,2020-05-05,NAA8,54400.61,Before Due Date
37176,U001,200418007,AM systems,2020-05-06 16:46:11.000000000,2020,1930646921,2020-03-18,2020-05-22,2020-03-18,NAGD,1982.4,Before Due Date
37181,U001,200705742,DOT llc,2020-04-24 18:02:22.906250000,2020,1930702274,2020-03-26,2020-04-29,2020-03-26,NAAW,2582.4,Before Due Date
37183,U001,200777735,NASH  ,2020-05-10 10:26:40.937500000,2020,1930843626,2020-04-30,2020-05-15,2020-04-30,NAA8,77135.14,Before Due Date
37198,CA02,140104409,LOB corporation,2020-02-25 23:26:31.750000000,2020,2960618650,2020-08-03,2020-03-19,2020-03-09,CA10,123295.01799999998,Before Due Date
37202,U001,100031704,DELHAIZE ,2020-05-10 18:47:06.125000000,2020,1930799992,2020-04-19,2020-05-04,2020-04-19,NAA8,16738.37,0-15
37203,U001,200769623,WAL-MAR llc,2020-03-27 10:19:22.687500000,2020,1930611616,2020-06-03,2020-03-21,2020-03-06,NAH4,6313.92,0-15
37207,U001,200707822,PUBLI trust,2020-04-18 01:03:26.687500000,2020,1930717565,2020-03-29,2020-04-13,2020-03-29,NAA8,42398.16,0-15
37210,U001,200794332,COST us,2020-05-19 04:08:05.679687500,2020,1930857183,2020-05-05,2020-05-20,2020-05-05,NAAX,879.31,Before Due Date
37220,CA02,140104429,COSTCO trust,2020-05-07 13:51:02.593750000,2020,2960631120,2020-04-28,2020-05-10,2020-04-30,CA10,2390.094,Before Due Date
37226,U001,200739534,OK foundation,2020-03-26 00:59:04.640625000,2020,1930637116,2020-11-03,2020-03-26,2020-03-11,NAA8,85982.53,0-15
37227,U001,100001196,DOLLAR trust,2020-06-06 05:57:28.250000000,2020,1930820686,2020-04-24,2020-05-09,2020-04-24,NAA8,45157.12,16-30
37233,U001,200936373,SUPE corporation,2020-05-20 04:05:34.812500000,2020,1930628038,2020-10-03,2020-05-14,2020-03-10,NAGD,15179.54,0-15
37235,U001,200704858,WAKE systems,2020-03-12 19:49:52.750000000,2020,1930655672,2020-03-17,2020-04-01,2020-03-17,NAA8,39700.8,Before Due Date
37236,U001,200744496,NORT ,2020-04-20 22:11:35.312500000,2020,1930729727,2020-01-04,2020-04-16,2020-04-01,NAA8,35600.56,0-15
37240,U001,200148860,DOLLA in,2020-04-12 06:12:39.750000000,2020,1930626185,2020-10-03,2020-03-25,2020-03-10,NAA8,18781.82,16-30
37242,U001,200744019,TARG llc,2020-03-21 23:03:04.562500000,2020,1930585988,2020-03-03,2020-03-18,2020-03-03,NAA8,61815.35,0-15
37247,U001,200230690,DECA corporation,2020-02-27 01:50:40.000000000,2020,1930670249,2020-03-19,2020-03-26,2020-03-16,NAM2,785.85,Before Due Date
37249,U001,200418007,AM co,2020-04-18 04:44:32.125000000,2020,1930809500,2020-04-22,2020-05-07,2020-04-22,NAA8,49347.48,Before Due Date
37262,U001,200772595,SAFEW systems,2020-03-18 16:03:26.816406250,2020,1930593141,2020-04-03,2020-03-19,2020-03-04,NAA8,132131.07,Before Due Date
37263,CA02,140104409,LOB associates,2020-04-07 12:52:29.921875000,2020,2960624283,2020-03-27,2020-04-06,2020-03-27,CA10,64901.543,0-15
37266,U001,200762301,C&S WH associates,2020-06-24 11:58:51.250000000,2020,1930775795,2020-11-04,2020-06-15,2020-04-11,NAGD,6312.61,0-15
37272,U001,200769623,WAL-MAR foundation,2020-03-25 02:51:03.812500000,2020,1930647612,2020-03-15,2020-03-30,2020-03-15,NAH4,3228.13,Before Due Date
